DATEPRD,WELL_BORE_CODE,BLOCK,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DP_TUBING,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND
2015-12-01,Well-C1,South Andaman,24.0,266.1679925,237.26891916666668,28.89907333333333,87.64986333333333,1.4842691666666668,174.05,26636.33,2940.46,,production
2015-12-02,Well-C1,South Andaman,24.0,266.37263041666665,237.30405708333333,29.068573333333333,86.33597354166666,1.4507014583333333,173.3,26322.85,2935.18,,production
2015-12-03,Well-C1,South Andaman,24.0,266.41727145833335,237.31610958333331,29.101161875,87.472243125,1.480116875,173.84,26509.26,2950.26,,production
2015-12-04,Well-C1,South Andaman,24.0,266.02650666666665,237.49720833333333,28.529298333333333,86.90002333333334,1.5717729166666667,170.82,27216.84,3045.06,,production
2015-12-05,Well-C1,South Andaman,24.0,266.45078083333334,237.816956875,28.63382395833333,86.12608625,1.5687691666666668,178.49,27523.12,3115.76,,production
2015-12-06,Well-C1,South Andaman,24.0,266.711086875,237.99196041666667,28.71912645833333,87.67445666666667,1.6747716666666668,175.99,27069.12,3180.42,,production
2015-12-07,Well-C1,South Andaman,24.0,267.1913083333333,238.27287854166667,28.918429791666668,87.45805104166666,1.690118125,177.61,27393.27,3227.37,,production
2015-12-08,Well-C1,South Andaman,24.0,267.69095416666664,238.57102208333333,29.11993208333333,86.41568375,1.6512170833333333,176.95,27260.83,3241.17,,production
2015-12-09,Well-C1,South Andaman,20.5,273.2334165608244,240.11406001409267,33.11935654673171,82.14660915597561,5.506540975790244,96.23,15003.33,2249.76,,production
2015-12-10,Well-C1,South Andaman,24.0,268.26538395833336,238.42687979166664,29.838504166666667,85.80317833333334,3.648727708333333,138.11,20790.18,2692.57,,production
2015-12-11,Well-C1,South Andaman,24.0,267.3457477083333,238.2265333333333,29.119214375,87.48341916666666,2.7908145833333333,163.14,24844.6,2997.32,,production
2015-12-12,Well-C1,South Andaman,24.0,266.48943979166665,238.0615870833333,28.427852708333333,88.53545854166667,2.081040625,181.72,27559.4,3185.18,,production
2015-12-13,Well-C1,South Andaman,24.0,266.334170625,238.01146729166663,28.322703333333333,88.43072166666667,2.03840125,178.83,27064.65,3119.97,,production
2015-12-14,Well-C1,South Andaman,24.0,266.19608229166664,238.012726875,28.183355416666668,87.93034625,1.9790014583333333,177.31,26908.07,3123.6,,production
2015-12-15,Well-C1,South Andaman,24.0,266.020944375,237.98928166666667,28.03166270833333,86.48707520833334,1.9257041666666668,176.31,26691.91,3221.92,,production
2015-12-16,Well-C1,South Andaman,24.0,265.910254375,237.95736875,27.952885625,85.80931333333334,1.885365,173.96,26495.54,3195.15,,production
2015-12-17,Well-C1,South Andaman,24.0,265.80284770833333,237.863591875,27.93925583333333,87.05611979166666,1.883038125,175.4,26554.73,3194.1,,production
2015-12-18,Well-C1,South Andaman,24.0,265.6967445833333,237.773028125,27.92371645833333,86.1734525,1.88383125,172.75,26279.98,3197.19,,production
2015-12-19,Well-C1,South Andaman,24.0,265.57637916666664,237.76457604166663,27.811803125,86.71825833333334,1.835355625,171.45,26038.85,3146.26,,production
2015-12-20,Well-C1,South Andaman,24.0,265.42437770833334,237.66189125,27.76248645833333,86.24262895833333,1.8213639583333332,168.92,25787.9,3127.93,,production
2015-12-21,Well-C1,South Andaman,24.0,265.34619979166666,237.609775,27.736424791666668,85.93637354166667,1.8186897916666669,168.06,25565.08,3108.17,,production
2015-12-22,Well-C1,South Andaman,24.0,265.3262310416667,237.5845925,27.741638541666667,86.05689,1.8147677083333331,166.23,25329.23,3093.37,,production
2015-12-23,Well-C1,South Andaman,24.0,264.96531127659574,237.49733978723404,27.4679714893617,85.48557191489361,1.831657021276596,164.49,25186.09,3096.18,,production
2015-12-24,Well-C1,South Andaman,24.0,264.8452725,237.49908916666664,27.34618333333333,85.97917666666666,1.796266875,164.4,25272.63,3086.15,,production
2015-12-25,Well-C1,South Andaman,24.0,264.8099933333333,237.40746770833331,27.402525625,86.86332229166666,1.8657877083333332,163.95,25025.82,3059.08,,production
2015-12-26,Well-C1,South Andaman,24.0,264.745733125,237.3698702083333,27.375862916666662,87.20107229166666,1.8791922916666663,162.36,24957.58,3065.18,,production
2015-12-27,Well-C1,South Andaman,24.0,264.847345625,237.38957416666668,27.457771458333333,86.48063770833333,1.8209252083333332,158.71,24815.95,3002.45,,production
2015-12-28,Well-C1,South Andaman,24.0,264.7000312765957,237.43511765957447,27.264913617021275,84.66216340425532,1.7908036170212769,158.77,24475.26,3007.79,,production
2015-12-29,Well-C1,South Andaman,24.0,264.67351145833334,237.42958854166667,27.243922916666666,84.56971520833333,1.7502997916666667,159.12,24611.04,3008.7,,production
2015-12-30,Well-C1,South Andaman,24.0,264.655938125,237.42061791666663,27.23532020833333,84.74360395833334,1.7295177083333333,159.04,24539.49,2988.94,,production
2015-12-31,Well-C1,South Andaman,24.0,264.631905625,237.36991291666664,27.26199270833333,85.73584729166667,1.7486772916666666,157.78,24402.43,2991.11,,production
2016-01-01,Well-C1,South Andaman,24.0,264.61807166666665,237.3081802083333,27.309891458333333,86.6202775,1.799146875,157.2,24192.67,2980.12,,production
2016-01-02,Well-C1,South Andaman,24.0,264.8098272916667,237.40704979166668,27.4027775,83.33432395833333,1.7325995833333334,153.88,23889.12,2949.44,,production
2016-01-03,Well-C1,South Andaman,21.5,271.9098764817953,234.80050439990237,37.10937208189302,70.66079362429767,1.7638029883534885,96.03,14848.19,1919.42,,production
2016-01-04,Well-C1,South Andaman,24.0,269.26841083333335,237.119869375,32.148541458333334,76.46815666666667,4.371738333333333,104.68,16982.97,2470.15,,production
2016-01-05,Well-C1,South Andaman,24.0,264.528569375,237.19705375,27.331515625,84.24761958333333,1.751445625,155.56,25128.01,3224.39,,production
2016-01-06,Well-C1,South Andaman,24.0,265.19283625,237.67647958333333,27.516356666666667,84.17263354166667,1.8027635416666667,153.43,24977.98,3470.8,,production
2016-01-07,Well-C1,South Andaman,24.0,265.559093125,238.05517875,27.503914375,83.735986875,1.8742079166666668,154.18,24949.37,3227.0,,production
2016-01-08,Well-C1,South Andaman,24.0,266.0488285416667,238.24226375,27.806564791666663,86.665054375,1.9536704166666667,155.28,24855.82,3280.51,,production
2016-01-09,Well-C1,South Andaman,24.0,266.32586125,238.45813583333333,27.867725416666666,85.84856,1.9694422916666667,155.81,24953.98,3283.17,,production
2016-01-10,Well-C1,South Andaman,24.0,266.562766875,238.623001875,27.939765,85.70226604166666,1.9844070833333332,156.29,25059.65,3309.67,,production
2016-01-11,Well-C1,South Andaman,24.0,266.94011479166664,238.790939375,28.149175416666665,86.679853125,2.0058416666666665,157.86,25218.3,3326.32,,production
2016-01-12,Well-C1,South Andaman,24.0,267.21286395833334,238.85648541666663,28.35637854166667,88.27487041666667,2.1269229166666666,158.65,25290.17,3394.47,,production
2016-01-13,Well-C1,South Andaman,23.33333,268.93460024059146,239.19545752487969,29.739142715711814,88.01830515782359,3.2570769719152817,132.99,21208.2,3115.61,,production
2016-01-14,Well-C1,South Andaman,24.0,267.0714404166667,238.52838083333333,28.54305958333333,88.04036375,2.10065,160.15,24701.74,3476.98,,production
2016-01-15,Well-C1,South Andaman,24.0,266.62837270833336,238.4020877083333,28.226285,87.92063416666667,2.1036675,160.07,24923.18,3658.21,,production
2016-01-16,Well-C1,South Andaman,24.0,266.32193729166664,238.28438770833333,28.03754958333333,88.13577270833333,2.1242477083333333,159.17,24704.97,3486.62,,production
2016-01-17,Well-C1,South Andaman,24.0,266.0893785416667,238.19012041666667,27.899258125,88.43793125,2.106607083333333,157.52,24443.73,3372.08,,production
2016-01-18,Well-C1,South Andaman,24.0,266.0700125,238.1599970833333,27.910015416666667,87.99628708333333,2.041666875,156.34,24340.25,3497.91,,production
2016-01-19,Well-C1,South Andaman,24.0,266.21676729166666,238.078624375,28.138142916666663,88.23776333333333,2.041157708333333,151.67,23541.01,3517.22,,production
2016-01-20,Well-C1,South Andaman,20.83333,268.7070404761937,238.85251444101831,29.854526035175365,87.80807598112736,3.085345669938507,110.37,17902.89,2766.79,,production
2016-01-21,Well-C1,South Andaman,24.0,267.70393229166666,238.221378125,29.482554166666667,87.15853166666666,1.7328027083333333,141.28,21943.41,3346.26,,production
2016-01-22,Well-C1,South Andaman,24.0,267.09557520833334,238.2291925,28.866382708333333,85.49332708333333,1.5653239583333334,149.94,23637.22,3012.48,,production
2016-01-23,Well-C1,South Andaman,24.0,266.29450145833334,238.07936604166667,28.215135416666666,86.48291395833333,1.6980608333333334,154.65,24044.1,3106.77,,production
2016-01-24,Well-C1,South Andaman,24.0,265.57247666666666,238.0229025,27.549574166666662,87.10577104166667,1.7086129166666666,156.47,24215.97,3098.97,,production
2016-01-25,Well-C1,South Andaman,22.66666,268.9144704105148,238.6481581576201,30.26631225289478,85.62383849958485,3.576803158131811,153.24,20360.92,2648.3,,production
2016-01-26,Well-C1,South Andaman,24.0,268.82451979166666,238.478750625,30.345769166666667,84.39742625,3.471181875,138.82,22037.09,2831.31,,production
2016-01-27,Well-C1,South Andaman,24.0,265.30707229166666,237.7480070833333,27.559065208333333,88.24021541666667,1.6899708333333334,159.12,24555.34,3106.7,,production
2016-01-28,Well-C1,South Andaman,24.0,265.36801041666666,237.890516875,27.477493541666668,86.42693854166667,1.627525,151.83,23738.93,3085.85,,production
2016-01-29,Well-C1,South Andaman,24.0,265.340758125,237.91461041666668,27.42614770833333,85.16592416666667,1.5793979166666667,152.55,23702.58,3083.14,,production
2016-01-30,Well-C1,South Andaman,24.0,265.352645,237.89645979166667,27.45618520833333,85.35075479166666,1.5793645833333334,151.74,23548.82,3068.34,,production
2016-01-31,Well-C1,South Andaman,24.0,265.31975916666664,237.82767375,27.492085416666665,88.09238083333334,1.644308125,149.53,23227.29,3032.72,,production
2016-02-01,Well-C1,South Andaman,24.0,265.34643270833334,237.89277145833333,27.45366125,86.02063229166667,1.5637791666666667,148.07,23135.46,3035.09,,production
2016-02-02,Well-C1,South Andaman,24.0,265.3991620833333,237.879755,27.51940708333333,85.83470791666667,1.556846875,148.14,23002.03,3016.28,,production
2016-02-03,Well-C1,South Andaman,24.0,265.44895145833334,237.8387820833333,27.610169375,87.57620145833333,1.5936629166666667,145.61,22835.6,2978.86,,production
2016-02-04,Well-C1,South Andaman,23.58333,269.1548465278059,238.4700629659085,30.684783561897323,86.37808391800904,4.532499882421185,123.99,19531.13,2614.91,,production
2016-02-05,Well-C1,South Andaman,24.0,265.966044375,237.94289479166667,28.02314958333333,86.46524166666667,1.9868816666666669,143.41,22613.56,2984.92,,production
2016-02-06,Well-C1,South Andaman,24.0,265.232261875,237.77594958333333,27.456312291666663,86.75936645833333,1.59253625,146.6,22719.97,3029.48,,production
2016-02-07,Well-C1,South Andaman,24.0,265.3934125,237.89042395833332,27.502988541666667,85.48411604166667,1.52711875,143.3,22728.81,3006.18,,production
2016-02-08,Well-C1,South Andaman,24.0,265.5506564583333,237.84014229166667,27.710514166666663,86.95282395833334,1.574680208333333,143.01,22720.85,2985.33,,production
2016-02-09,Well-C1,South Andaman,24.0,265.7260989583333,237.84215895833333,27.88394,87.57348354166666,1.5694329166666667,143.71,22949.73,3004.35,,production
2016-02-10,Well-C1,South Andaman,24.0,266.09010770833333,237.85125958333333,28.238848125,88.37105604166666,1.589681875,141.92,22009.95,2951.97,,production
2016-02-11,Well-C1,South Andaman,24.0,266.6952533333333,237.92772645833327,28.767526875,87.9886575,1.55836125,143.84,22398.72,2893.9,,production
2016-02-12,Well-C1,South Andaman,24.0,266.7444385416667,237.93308104166667,28.8113575,87.1079125,1.5391629166666667,135.93,21069.69,2904.42,,production
2016-02-13,Well-C1,South Andaman,24.0,266.78503479166665,237.88245041666667,28.902584375,88.07352125,1.5520002083333333,131.98,20527.65,2899.81,,production
2016-02-14,Well-C1,South Andaman,24.0,266.9659408333333,237.89813395833332,29.067806875,87.91555020833333,1.5496991666666666,134.47,21085.83,2839.66,,production
2016-02-15,Well-C1,South Andaman,24.0,266.895889375,237.8992725,28.996616875,87.972329375,1.5732508333333333,134.02,20916.36,2829.45,,production
2016-02-16,Well-C1,South Andaman,24.0,266.8907414583333,238.01891,28.87183145833333,86.03207375,1.49382875,132.57,20786.49,2818.56,,production
2016-02-17,Well-C1,South Andaman,24.0,266.98687333333334,238.02496666666667,28.961906666666668,86.15326479166667,1.466548125,132.18,20619.41,2788.25,,production
2016-02-18,Well-C1,South Andaman,24.0,267.0005525,237.92721979166663,29.07333270833333,87.772893125,1.5495047916666669,129.78,20406.18,2774.16,,production
2016-02-19,Well-C1,South Andaman,24.0,266.7571379166667,238.00768895833332,28.74944895833333,86.002936875,1.4698589583333332,125.46,19728.51,2828.69,,production
2016-02-20,Well-C1,South Andaman,24.0,266.6846,238.0583264583333,28.626273541666663,86.47950458333334,1.5246447916666668,129.68,20150.4,2881.94,,production
2016-02-21,Well-C1,South Andaman,24.0,267.03303645833336,238.313885625,28.71915083333333,86.87221333333333,1.5827733333333334,123.46,19625.27,2902.28,,production
2016-02-22,Well-C1,South Andaman,24.0,266.76252625,238.409183125,28.353343125,88.02633541666667,1.6817508333333333,125.82,20186.73,2988.26,,production
2016-02-23,Well-C1,South Andaman,24.0,267.138595625,238.662980625,28.475615,87.87647479166667,1.734042291666667,125.71,20106.08,3017.27,,production
2016-02-24,Well-C1,South Andaman,24.0,267.47280854166667,238.8673575,28.605451041666665,88.17303020833333,1.791736875,125.29,19949.11,3066.1,,production
2016-02-25,Well-C1,South Andaman,24.0,268.14652020833336,239.096050625,29.05046958333333,88.37164104166666,1.812115,127.94,20265.22,3128.27,,production
2016-02-26,Well-C1,South Andaman,24.0,267.224465625,239.0807920833333,28.143673541666665,88.86297708333333,1.965548125,139.07,22471.11,3226.23,,production
2016-02-27,Well-C1,South Andaman,24.0,267.76867583333336,239.41255708333333,28.35611875,88.91595354166667,2.0082202083333334,138.2,22382.55,3233.13,,production
2016-02-28,Well-C1,South Andaman,24.0,268.224286875,239.60505916666668,28.619227708333334,89.0604625,2.051677708333333,139.83,22436.45,3242.16,,production
2016-02-29,Well-C1,South Andaman,24.0,268.42488979166666,239.8365225,28.588367291666668,87.81419645833333,1.9779216666666664,138.78,22299.88,3487.94,,production
2016-03-01,Well-C1,South Andaman,24.0,268.2537941666667,239.67789791666667,28.57589625,86.18466875,1.902161875,140.97,22203.35,3339.96,,production
2016-03-02,Well-C1,South Andaman,24.0,268.08276416666666,239.4393575,28.643406666666667,88.83585479166666,1.96586,138.93,21922.63,3333.07,,production
2016-03-03,Well-C1,South Andaman,24.0,267.9366054166667,239.3515145833333,28.58509083333333,88.96761083333334,1.9628591666666664,137.47,21836.38,3316.57,,production
2016-03-04,Well-C1,South Andaman,24.0,267.80793416666666,239.32699395833333,28.480940208333333,88.23425041666667,1.9047422916666668,136.45,21640.65,3288.94,,production
2016-03-05,Well-C1,South Andaman,24.0,267.6467191666667,239.2256664583333,28.42105270833333,88.83290479166666,1.9385579166666669,134.55,21418.91,3294.06,,production
2016-03-06,Well-C1,South Andaman,24.0,267.57247666666666,239.16952020833327,28.40295645833333,88.707328125,1.9267052083333331,134.34,21301.46,3286.86,,production
2016-03-07,Well-C1,South Andaman,24.0,267.5115877083333,239.12610583333333,28.385481875,88.80321479166666,1.9330677083333332,132.94,21157.04,3264.44,,production
2016-03-08,Well-C1,South Andaman,24.0,267.52109270833336,239.175536875,28.34555583333333,88.02812104166667,1.8418954166666663,131.43,21006.34,3241.29,,production
2016-03-09,Well-C1,South Andaman,24.0,267.5033579166667,239.18540541666667,28.3179525,87.91619083333333,1.783028541666667,129.73,20772.77,3222.79,,production
2016-03-10,Well-C1,South Andaman,24.0,267.4651408333333,239.17127625,28.29386458333333,87.849651875,1.7902564583333334,129.67,20565.11,3210.51,,production
2016-03-11,Well-C1,South Andaman,24.0,267.46538354166665,239.185968125,28.279415416666662,86.80610270833333,1.7620239583333333,128.01,20437.46,3190.68,,production
2016-03-12,Well-C1,South Andaman,18.66666,270.28345203879536,240.09580692195604,30.187645116839327,84.94917956465163,4.007051563359487,78.86,12597.55,2086.84,,production
2016-03-13,Well-C1,South Andaman,24.0,267.89991354166665,239.317568125,28.582345416666666,87.35851666666667,1.811202083333333,123.15,20011.15,3185.74,,production
2016-03-14,Well-C1,South Andaman,24.0,266.96243895833334,239.1623452083333,27.80009375,88.59500520833333,1.9233989583333333,126.68,20262.88,3254.58,,production
2016-03-15,Well-C1,South Andaman,24.0,266.979935,239.1946870833333,27.785247916666663,88.73483645833333,1.9146714583333333,125.61,20144.33,3243.8,,production
2016-03-16,Well-C1,South Andaman,24.0,266.9720575,239.197558125,27.774499375,88.73715708333333,1.9103977083333332,127.05,20528.02,3230.29,,production
2016-03-17,Well-C1,South Andaman,24.0,266.96180645833334,239.20820166666667,27.753604791666667,88.74661104166667,1.8874908333333331,120.66,19397.8,3029.64,,production
2016-03-18,Well-C1,South Andaman,24.0,267.131796875,239.2398164583333,27.891980416666662,88.6943575,1.8484602083333328,118.92,19424.43,3203.3,,production
2016-03-19,Well-C1,South Andaman,24.0,266.973531875,239.2153045833333,27.758227291666667,88.61174604166666,1.852467291666667,117.8,19356.7,3237.39,,production
2016-03-20,Well-C1,South Andaman,24.0,267.08127833333333,239.21296104166663,27.868317291666667,88.56514166666666,1.8247810416666668,118.58,19257.65,3228.33,,production
2016-03-21,Well-C1,South Andaman,24.0,267.2675335416667,239.19988583333333,28.06764770833333,88.658573125,1.7931485416666666,117.29,19166.0,3190.88,,production
2016-03-22,Well-C1,South Andaman,24.0,267.210183125,239.17053541666667,28.039647708333334,88.77896458333333,1.7995247916666666,113.59,18353.37,3166.42,,production
2016-03-23,Well-C1,South Andaman,24.0,267.322405625,239.18914333333333,28.133262291666668,88.75425229166666,1.7630210416666667,112.78,18106.6,3172.83,,production
2016-03-24,Well-C1,South Andaman,24.0,267.3301329166667,239.20277979166667,28.127353125,87.49101395833334,1.6997391666666666,113.55,18413.81,3178.21,,production
2016-03-25,Well-C1,South Andaman,24.0,267.1902177083333,239.1271583333333,28.063059375,88.35439229166667,1.7316339583333331,114.13,18607.59,3181.15,,production
2016-03-26,Well-C1,South Andaman,24.0,267.3890060416667,239.22956916666664,28.159436875,86.36814833333334,1.614136875,111.92,18399.35,3137.07,,production
2016-03-27,Well-C1,South Andaman,23.0,267.59574304347825,239.2244536956522,28.371289347826085,86.01632260869565,1.5931832608695653,106.43,17693.97,2982.27,,production
2016-03-28,Well-C1,South Andaman,24.0,267.6301397916667,239.2026177083333,28.427522083333333,86.60829729166667,1.595405416666667,109.31,18094.55,3100.02,,production
2016-03-29,Well-C1,South Andaman,24.0,267.6699252083333,239.1784258333333,28.491499375,88.61511020833333,1.715845,110.06,18031.96,3118.92,,production
2016-03-30,Well-C1,South Andaman,24.0,267.68991458333335,239.224435,28.46547958333333,88.62155854166667,1.7160958333333334,107.52,17612.38,3121.41,,production
2016-03-31,Well-C1,South Andaman,24.0,267.941584375,239.23636833333333,28.705216041666667,88.55315729166666,1.732954375,105.42,17188.97,3080.98,,production
2016-04-01,Well-C1,South Andaman,24.0,268.000816875,239.3369102083333,28.663906666666666,86.88464458333333,1.6235097916666668,103.59,16844.89,3065.33,,production
2016-04-02,Well-C1,South Andaman,24.0,267.93242625,239.206641875,28.725784375,87.50381083333333,1.648543125,102.03,16799.8,3064.01,,production
2016-04-03,Well-C1,South Andaman,24.0,267.798046875,239.23902979166667,28.55901708333333,87.55379291666667,1.6251633333333333,102.69,16803.44,3060.46,,production
2016-04-04,Well-C1,South Andaman,24.0,267.48910958333335,239.17788208333332,28.3112275,88.14749958333333,1.66025875,102.82,16703.24,3244.61,,production
2016-04-05,Well-C1,South Andaman,24.0,267.32471625,239.20405875,28.1206575,87.66915354166666,1.6351783333333334,102.44,16780.89,3108.26,,production
2016-04-06,Well-C1,South Andaman,22.83333,275.7858406792658,240.45891147362207,35.32692920564368,82.95830794905517,8.745248890621736,76.6,12888.86,2426.4,,production
2016-04-07,Well-C1,South Andaman,24.0,269.3836945833333,239.41805125,29.965643333333333,87.77217083333333,3.9021566666666665,94.06,15158.2,2972.23,,production
2016-04-08,Well-C1,South Andaman,24.0,266.614080625,238.95429416666667,27.659786458333333,88.594436875,1.798984375,118.84,19607.4,3282.46,,production
2016-04-09,Well-C1,South Andaman,24.0,266.659615,239.14726958333333,27.512345416666665,87.491961875,1.66963125,115.85,19096.41,3246.69,,production
2016-04-10,Well-C1,South Andaman,24.0,266.60268791666664,239.08714854166664,27.515539375,87.47915854166666,1.6862725,115.19,18799.03,3212.89,,production
2016-04-11,Well-C1,South Andaman,24.0,266.55528354166665,239.00681229166668,27.54847125,87.98808729166667,1.7083622916666668,112.58,18754.17,3203.7,,production
2016-04-12,Well-C1,South Andaman,24.0,266.515078125,238.97613125,27.538946875,88.10671166666667,1.7033397916666666,109.13,18147.3,3195.0,,production
2016-04-13,Well-C1,South Andaman,24.0,266.4695947916667,238.93041104166667,27.53918375,88.03432020833333,1.6963939583333334,108.94,18046.97,3167.13,,production
2016-04-14,Well-C1,South Andaman,24.0,266.4240927083333,238.864805625,27.55928708333333,88.571825625,1.7078375,109.65,17906.05,3165.48,,production
2016-04-15,Well-C1,South Andaman,24.0,266.37307854166664,238.82612854166663,27.54695,88.32280479166667,1.691649375,106.58,17732.87,3158.98,,production
2016-04-16,Well-C1,South Andaman,24.0,266.337858125,238.79916333333333,27.538694791666668,88.413545625,1.6947702083333334,112.71,21902.22,3259.33,,production
2016-04-17,Well-C1,South Andaman,24.0,265.89242145833333,238.7070014583333,27.18542,87.71800291666666,1.6960827083333334,116.79,21844.79,3284.31,,production
2016-04-18,Well-C1,South Andaman,24.0,266.8362695833333,238.756776875,28.079492708333333,87.187158125,2.36883875,98.36,17562.02,3331.3,,production
2016-04-19,Well-C1,South Andaman,24.0,268.5286635416667,238.8009270833333,29.72773645833333,87.91853541666667,3.9279270833333335,112.19,18437.93,3025.78,,production
2016-04-20,Well-C1,South Andaman,24.0,266.04944416666666,238.5250525,27.524391666666663,88.27243333333334,1.7124022916666666,115.51,19842.04,3187.32,,production
2016-04-21,Well-C1,South Andaman,24.0,266.0240910416667,238.50182791666663,27.522263125,88.34346,1.7108472916666666,111.87,17549.88,3173.77,,production
2016-04-22,Well-C1,South Andaman,21.0,272.78711873548093,239.5887000484857,33.19841868699524,83.9895121957238,7.4615913419,77.77,11703.47,2400.14,,production
2016-04-23,Well-C1,South Andaman,24.0,265.753003125,238.20205645833332,27.55094666666667,87.93627479166666,1.735308125,110.55,17782.0,3284.21,,production
2016-04-24,Well-C1,South Andaman,24.0,267.76771333333335,238.53231916666667,29.235394166666666,88.12523666666667,3.423225625,99.04,15991.93,3051.28,,production
2016-04-25,Well-C1,South Andaman,24.0,269.727620625,238.83884208333333,30.888778541666667,87.77091770833333,4.983956041666667,96.43,15474.1,3037.19,,production
2016-04-26,Well-C1,South Andaman,24.0,270.50434479166665,238.97532833333327,31.52901645833333,87.82923020833333,5.746545833333333,93.76,15009.64,2864.74,,production
2016-04-27,Well-C1,South Andaman,24.0,270.54472875,238.99499645833333,31.54973229166667,88.13128104166667,5.718461875,92.3,14879.97,2814.12,,production
2016-04-28,Well-C1,South Andaman,24.0,270.4766672916667,239.105130625,31.371536666666668,87.840061875,5.5877679166666665,93.42,14692.89,2788.75,,production
2016-04-29,Well-C1,South Andaman,24.0,270.52615729166666,239.1412095833333,31.38494770833333,87.432805625,5.601956458333333,100.39,15863.53,2941.33,,production
2016-04-30,Well-C1,South Andaman,24.0,270.5831558333333,239.16989604166668,31.41325979166667,88.04290145833333,5.733214375,100.33,15808.49,2917.75,,production
2016-05-01,Well-C1,South Andaman,24.0,270.6907808333333,239.30114791666668,31.389632916666667,86.80595229166667,5.612864375,97.69,15756.73,2886.76,,production
2016-05-02,Well-C1,South Andaman,24.0,270.9138277083333,239.355411875,31.55841583333333,86.238390625,5.5350914583333335,101.32,16340.09,2895.34,,production
2016-05-03,Well-C1,South Andaman,24.0,271.08904729166665,239.30635375,31.782693541666667,87.25895520833333,5.553490625,111.05,17787.13,2917.56,,production
2016-05-04,Well-C1,South Andaman,24.0,270.83572395833335,239.375196875,31.46052708333333,86.60702833333333,5.52615625,110.1,17547.9,2933.41,,production
2016-05-05,Well-C1,South Andaman,24.0,270.69837333333334,239.37797666666663,31.320396666666667,86.09551395833333,5.5393125,110.78,17489.5,2946.91,,production
2016-05-06,Well-C1,South Andaman,24.0,270.68900333333335,239.37949333333333,31.30951,86.72686791666666,5.538181041666666,111.23,17468.21,2926.54,,production
2016-05-07,Well-C1,South Andaman,24.0,270.6838510416667,239.29712416666663,31.386726875,88.01213770833333,5.592313958333333,110.71,17535.68,2920.69,,production
2016-05-08,Well-C1,South Andaman,24.0,270.6842135416667,239.369813125,31.31440041666667,85.76654875,5.49152125,110.4,17405.18,2910.37,,production
2016-05-09,Well-C1,South Andaman,24.0,270.6283702083333,239.36882520833333,31.259545,86.20904729166666,5.4993260416666665,108.96,17226.41,2930.57,,production
2016-05-10,Well-C1,South Andaman,24.0,270.6255414583333,239.27953395833333,31.3460075,88.16721291666667,5.57068375,107.66,17029.67,3883.25,,production
2016-05-11,Well-C1,South Andaman,24.0,270.71053458333336,239.259205,31.451329583333333,88.48192354166666,5.6580320833333335,107.36,17023.43,2860.2,,production
2016-05-12,Well-C1,South Andaman,24.0,270.74777166666667,239.2395245833333,31.50824708333333,88.6020375,5.708541041666667,106.46,16917.58,2859.72,,production
2016-05-13,Well-C1,South Andaman,24.0,270.79185875,239.250966875,31.540891875,88.19205083333334,5.744122083333333,105.69,16786.98,2860.3,,production
2016-05-14,Well-C1,South Andaman,24.0,270.79120479166664,239.25661125,31.534593541666663,87.93346416666667,5.745662708333334,104.75,16664.88,2845.05,,production
2016-05-15,Well-C1,South Andaman,18.0,274.2441730555556,240.2239825,34.02019055555556,82.99673944444444,8.168599166666667,71.02,11456.18,1943.51,,production
2016-05-16,Well-C1,South Andaman,24.0,270.1425545833333,239.476846875,30.665707708333333,88.26529916666667,4.85224375,106.52,12281.25,2908.18,,production
2016-05-17,Well-C1,South Andaman,24.0,270.745501875,239.2227339583333,31.522767916666663,88.40293916666667,5.722931458333333,103.84,16629.88,2832.53,,production
2016-05-18,Well-C1,South Andaman,24.0,270.7506485416667,239.28565729166667,31.46499125,88.02078854166666,5.65518625,103.26,16593.06,2820.25,,production
2016-05-19,Well-C1,South Andaman,24.0,270.666335625,239.23450583333332,31.431829791666665,87.98749625,5.639559583333333,102.32,16485.58,2811.24,,production
2016-05-20,Well-C1,South Andaman,24.0,270.77208,239.268680625,31.503399375,87.67103270833333,5.703411458333333,102.15,16243.09,2806.22,,production
2016-05-21,Well-C1,South Andaman,24.0,270.63552625,239.258309375,31.377216875,87.0952775,5.600321666666667,100.7,15979.29,2840.15,,production
2016-05-22,Well-C1,South Andaman,24.0,270.55044625,239.14411,31.40633625,88.261019375,5.598478125,101.14,16108.07,2891.32,,production
2016-05-23,Well-C1,South Andaman,24.0,270.51295375,239.10642875,31.406525,88.633095,5.62445375,101.57,16190.44,2897.94,,production
2016-05-24,Well-C1,South Andaman,24.0,270.6246252083333,239.14368375,31.480941458333334,88.356158125,5.703909375,102.31,16300.54,2893.01,,production
2016-05-25,Well-C1,South Andaman,24.0,270.60368854166666,239.1139602083333,31.48972833333333,88.60360479166667,5.696693958333333,102.71,16301.58,2877.82,,production
2016-05-26,Well-C1,South Andaman,24.0,270.5699475,239.07678125,31.49316625,88.79474895833333,5.691118125,102.73,16309.03,2881.48,,production
